"siteName";"date";"labName";"flowRate";"popServ";"PMMV";"measure";"value";"value_load";"value_pmmv";"value_avg14d_past";"value_load_avg14d_past";"value_pmmv_avg14d_past"
"Aalst";2023-08-06;NA;NA;NA;NA;NA;NA;NA;NA;18.6732142857143;323201001976.764;0.00021308290239933
"Aalst";2023-08-07;"Sciensano Foodborne Pathogens";2178.04;98357;17233.94;"SARS";NA;NA;NA;18.4841071428571;310071297983.004;0.000217376925918393
"Aalst";2023-08-08;NA;NA;NA;NA;NA;NA;NA;NA;18.295;296941593989.243;0.000221670949437456
"Aalst";2023-08-09;"Sciensano Foodborne Pathogens";3264.83;98357;19751;"SARS";NA;NA;NA;NA;NA;NA
"Aalst";2023-08-10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aalst";2023-08-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aalst";2023-08-12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aalst";2023-08-13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aalst";2023-08-14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aalst";2023-08-15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aalst";2023-08-16;"Sciensano Foodborne Pathogens";705.71;98357;110077.95;"SARS";44.075;758969913681.792;0.000400398081541308;44.075;758969913681.792;0.000400398081541308
"Aalst";2023-08-17;NA;NA;NA;NA;NA;NA;NA;NA;44.075;758969913681.792;0.000400398081541308
"Aalst";2023-08-18;NA;NA;NA;NA;NA;NA;NA;NA;44.075;758969913681.792;0.000400398081541308
"Aalst";2023-08-19;NA;NA;NA;NA;NA;NA;NA;NA;44.075;758969913681.792;0.000400398081541308
"Aalst";2023-08-20;NA;NA;NA;NA;NA;NA;NA;NA;44.075;758969913681.792;0.000400398081541308
"Aalst";2023-08-21;"Sciensano Foodborne Pathogens";676.42;98357;14045.3;"SARS";NA;NA;NA;44.075;758969913681.792;0.000400398081541308
"Aalst";2023-08-22;NA;NA;NA;NA;NA;NA;NA;NA;44.075;758969913681.792;0.000400398081541308
"Aalst";2023-08-23;"Sciensano Foodborne Pathogens";703.71;98357;24078.6;"SARS";NA;NA;NA;44.075;758969913681.792;0.000400398081541308
"Aalst";2023-08-24;NA;NA;NA;NA;NA;NA;NA;NA;44.075;758969913681.792;0.000400398081541308
"Aalst";2023-08-25;NA;NA;NA;NA;NA;NA;NA;NA;44.075;758969913681.792;0.000400398081541308
"Aalst";2023-08-26;NA;NA;NA;NA;NA;NA;NA;NA;44.075;758969913681.792;0.000400398081541308
"Aalst";2023-08-27;NA;NA;NA;NA;NA;NA;NA;NA;44.075;758969913681.792;0.000400398081541308
"Aalst";2023-08-28;"Sciensano Foodborne Pathogens";755.08;98357;11551.18;"SARS";NA;NA;NA;44.075;758969913681.792;0.000400398081541308
"Aalst";2023-08-29;NA;NA;NA;NA;NA;NA;NA;NA;44.075;758969913681.792;0.000400398081541308
"Aalst";2023-08-30;"Sciensano Foodborne Pathogens";2311.17;98357;18173.06;"SARS";NA;NA;NA;NA;NA;NA
"Aalst";2023-08-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aalst";2023-09-01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aalst";2023-09-02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aalst";2023-09-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aalst";2023-09-04;"Sciensano Foodborne Pathogens";949.5;98357;17652.89;"SARS";NA;NA;NA;NA;NA;NA
"Aalst";2023-09-05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aalst";2023-09-06;"Sciensano Foodborne Pathogens";834.42;98357;19379.98;"SARS";8.62;175508412822.677;0.00044478890071094;8.62;175508412822.677;0.00044478890071094
"Aalst";2023-09-07;NA;NA;NA;NA;NA;NA;NA;NA;8.62;175508412822.677;0.00044478890071094
"Aalst";2023-09-08;NA;NA;NA;NA;NA;NA;NA;NA;8.62;175508412822.677;0.00044478890071094
"Aalst";2023-09-09;NA;NA;NA;NA;NA;NA;NA;NA;8.62;175508412822.677;0.00044478890071094
"Aalst";2023-09-10;NA;NA;NA;NA;NA;NA;NA;NA;8.62;175508412822.677;0.00044478890071094
"Aalst";2023-09-11;"Sciensano Foodborne Pathogens";683.88;98357;7913.72;"SARS";NA;NA;NA;8.62;175508412822.677;0.00044478890071094
"Aalst";2023-09-12;NA;NA;NA;NA;NA;NA;NA;NA;8.62;175508412822.677;0.00044478890071094
"Aalst";2023-09-13;"Sciensano Foodborne Pathogens";2585.46;98357;7043.4;"SARS";NA;NA;NA;8.62;175508412822.677;0.00044478890071094
"Aalst";2023-09-14;NA;NA;NA;NA;NA;NA;NA;NA;8.62;175508412822.677;0.00044478890071094
"Aalst";2023-09-15;NA;NA;NA;NA;NA;NA;NA;NA;8.62;175508412822.677;0.00044478890071094
"Aalst";2023-09-16;NA;NA;NA;NA;NA;NA;NA;NA;8.62;175508412822.677;0.00044478890071094
"Aalst";2023-09-17;NA;NA;NA;NA;NA;NA;NA;NA;8.62;175508412822.677;0.00044478890071094
"Aalst";2023-09-18;"Sciensano Foodborne Pathogens";1974.58;98357;15631.98;"SARS";NA;NA;NA;8.62;175508412822.677;0.00044478890071094
"Aalst";2023-09-19;NA;NA;NA;NA;NA;NA;NA;NA;8.62;175508412822.677;0.00044478890071094
"Aalst";2023-09-20;"Sciensano Foodborne Pathogens";704.71;98357;9979.79;"SARS";NA;NA;NA;NA;NA;NA
"Aalst";2023-09-21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aalst";2023-09-22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aalst";2023-09-23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aalst";2023-09-24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aalst";2023-09-25;"Sciensano Foodborne Pathogens";740.67;98357;8725.08;"SARS";NA;NA;NA;NA;NA;NA
"Aalst";2023-09-26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aalst";2023-09-27;"Sciensano Foodborne Pathogens";747.54;98357;85596.42;"SARS";17.385;317113768821.741;0.000203104288707402;17.385;317113768821.741;0.000203104288707402
"Aalst";2023-09-28;NA;NA;NA;NA;NA;NA;NA;NA;17.8310714285714;321972881587.337;0.000207485164621882
"Aalst";2023-09-29;NA;NA;NA;NA;NA;NA;NA;NA;18.2771428571429;326831994352.933;0.000211866040536362
"Aalst";2023-09-30;NA;NA;NA;NA;NA;NA;NA;NA;18.7232142857143;331691107118.529;0.000216246916450842
"Aalst";2023-10-01;NA;NA;NA;NA;NA;NA;NA;NA;19.1692857142857;336550219884.125;0.000220627792365323
"Aalst";2023-10-02;"Sciensano Foodborne Pathogens";643.04;98357;15052.13;"SARS";NA;NA;NA;19.6153571428571;341409332649.721;0.000225008668279803
"Aalst";2023-10-03;NA;NA;NA;NA;NA;NA;NA;NA;20.0614285714286;346268445415.317;0.000229389544194283
"Aalst";2023-10-04;"Sciensano Foodborne Pathogens";667.96;98357;89359.81;"SARS";23.63;385141347540.084;0.000264436551510125;20.5075;351127558180.912;0.000233770420108763
"Aalst";2023-10-05;NA;NA;NA;NA;NA;NA;NA;NA;20.5255555555556;349466979052.499;0.00023867846947586
"Aalst";2023-10-06;NA;NA;NA;NA;NA;NA;NA;NA;20.244;343242615598.28;0.000243955540259788
"Aalst";2023-10-07;NA;NA;NA;NA;NA;NA;NA;NA;19.7445454545455;333699136270.747;0.000249500990255958
"Aalst";2023-10-08;NA;NA;NA;NA;NA;NA;NA;NA;19.0816666666667;321666320038.228;0.000255247724661308
"Aalst";2023-10-09;"Sciensano Foodborne Pathogens";651.38;98357;26598.94;"SARS";8.83;140346339965.635;0.000331968116022669;18.2930769230769;307718629263.413;0.000261149293227566
"Aalst";2023-10-10;NA;NA;NA;NA;NA;NA;NA;NA;18.0721428571429;303126937177.832;0.000273304355509536
"Aalst";2023-10-11;"Sciensano Foodborne Pathogens";658.38;98357;40646.56;"SARS";21.57;346523540164.909;0.000530672214327609;18.3710714285714;305227635130.915;0.000296702064482408
"Aalst";2023-10-12;NA;NA;NA;NA;NA;NA;NA;NA;18.5456632653061;307969649670.619;0.000317416835956107
"Aalst";2023-10-13;NA;NA;NA;NA;NA;NA;NA;NA;18.5959183673469;311352980796.943;0.000335448669930635
"Aalst";2023-10-14;NA;NA;NA;NA;NA;NA;NA;NA;18.5218367346939;315377628509.887;0.00035079756640599
"Aalst";2023-10-15;NA;NA;NA;NA;NA;NA;NA;NA;18.3234183673469;320043592809.451;0.000363463525382172
"Aalst";2023-10-16;"Sciensano Foodborne Pathogens";793.42;98357;9230.68;"SARS";NA;NA;NA;18.0006632653061;325350873695.636;0.000373446546859183
"Aalst";2023-10-17;NA;NA;NA;NA;NA;NA;NA;NA;17.5535714285714;331299471168.44;0.000380746630837021
"Aalst";2023-10-18;"Sciensano Foodborne Pathogens";1251.75;98357;47496.54;"SARS";15.63;477400144372.032;0.000329076602211445;16.9821428571429;337889385227.865;0.000385363777315686
"Aalst";2023-10-19;NA;NA;NA;NA;NA;NA;NA;NA;16.5827142857143;351460414158.917;0.000388074997978191
"Aalst";2023-10-20;NA;NA;NA;NA;NA;NA;NA;NA;16.3552857142857;372012557961.595;0.000388880292824533
"Aalst";2023-10-21;NA;NA;NA;NA;NA;NA;NA;NA;16.2998571428571;399545816635.899;0.000387779661854714
"Aalst";2023-10-22;NA;NA;NA;NA;NA;NA;NA;NA;16.4164285714286;434060190181.83;0.000384773105068734
"Aalst";2023-10-23;"Sciensano Foodborne Pathogens";2296.79;98357;48899.41;"SARS";12.87;721283177811.442;0.000263193359592682;16.705;475555678599.388;0.000379860622466592
"Aalst";2023-10-24;NA;NA;NA;NA;NA;NA;NA;NA;16.8207692307692;493411120025.089;0.000375902196104396
"Aalst";2023-10-25;"Sciensano Foodborne Pathogens";3639.21;98357;8666.11;"SARS";NA;NA;NA;16.425;505651751680.104;0.000363004694585795
"Aalst";2023-10-26;NA;NA;NA;NA;NA;NA;NA;NA;16.0344155844156;518418256568.406;0.000350380317623762
"Aalst";2023-10-27;NA;NA;NA;NA;NA;NA;NA;NA;15.6505714285714;531868396659.981;0.000338111002585268
"Aalst";2023-10-28;NA;NA;NA;NA;NA;NA;NA;NA;15.2757142857143;546230050355.919;0.000326315103444826
"Aalst";2023-10-29;NA;NA;NA;NA;NA;NA;NA;NA;14.9132142857143;561845035257.858;0.000315170151164204
"Aalst";2023-10-30;"Sciensano Foodborne Pathogens";3066.63;98357;16342.87;"SARS";NA;NA;NA;14.5683673469388;579250493311.226;0.00030495512296904
"Aalst";2023-10-31;NA;NA;NA;NA;NA;NA;NA;NA;14.25;599341661091.737;0.000296134980902064
"Aalst";2023-11-01;NA;NA;NA;NA;NA;NA;NA;NA;13.974;623729964435.678;0.000289546656640187
"Aalst";2023-11-02;NA;NA;NA;NA;NA;NA;NA;NA;13.698;648118267779.619;0.000282958332378311
"Aalst";2023-11-03;NA;NA;NA;NA;NA;NA;NA;NA;13.422;672506571123.56;0.000276370008116435
"Aalst";2023-11-04;NA;NA;NA;NA;NA;NA;NA;NA;13.146;696894874467.501;0.000269781683854558
"Aalst";2023-11-05;NA;NA;NA;NA;NA;NA;NA;NA;12.87;721283177811.442;0.000263193359592682
"Aalst";2023-11-06;"Sciensano Foodborne Pathogens";3486.75;98357;10940.75;"SARS";NA;NA;NA;NA;NA;NA
"Aalst";2023-11-07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aalst";2023-11-08;"Sciensano Foodborne Pathogens";2293.04;98357;37528.76;"SARS";17.475;977765665890.582;0.000465642882951635;17.475;977765665890.582;0.000465642882951635
"Aalst";2023-11-09;NA;NA;NA;NA;NA;NA;NA;NA;17.7469642857143;1014384974153.92;0.000487738587626676
"Aalst";2023-11-10;NA;NA;NA;NA;NA;NA;NA;NA;18.0189285714286;1051004282417.26;0.000509834292301718
"Aalst";2023-11-11;NA;NA;NA;NA;NA;NA;NA;NA;18.2908928571429;1087623590680.6;0.000531929996976759
"Aalst";2023-11-12;NA;NA;NA;NA;NA;NA;NA;NA;18.5628571428571;1124242898943.93;0.000554025701651801
"Aalst";2023-11-13;NA;NA;NA;NA;NA;NA;NA;NA;18.8348214285714;1160862207207.27;0.000576121406326842
"Aalst";2023-11-14;NA;NA;NA;NA;NA;NA;NA;NA;19.1067857142857;1197481515470.61;0.000598217111001883
"Aalst";2023-11-15;"Sciensano Foodborne Pathogens";5705.17;98357;NA;"SARS";NA;NA;NA;19.37875;1234100823733.95;0.000620312815676925
"Aalst";2023-11-16;NA;NA;NA;NA;NA;NA;NA;NA;19.6507142857143;1270720131997.29;0.000642408520351966
"Aalst";2023-11-17;NA;NA;NA;NA;NA;NA;NA;NA;19.9226785714286;1307339440260.62;0.000664504225027008
"Aalst";2023-11-18;NA;NA;NA;NA;NA;NA;NA;NA;20.1946428571429;1343958748523.96;0.000686599929702049
"Aalst";2023-11-19;NA;NA;NA;NA;NA;NA;NA;NA;20.4666071428571;1380578056787.3;0.00070869563437709
"Aalst";2023-11-20;"Sciensano Foodborne Pathogens";4905.29;98357;5083.91;"SARS";NA;NA;NA;20.7385714285714;1417197365050.64;0.000730791339052132
"Aalst";2023-11-21;NA;NA;NA;NA;NA;NA;NA;NA;21.0105357142857;1453816673313.98;0.000752887043727173
"Aalst";2023-11-22;"Sciensano Foodborne Pathogens";3271.88;98357;23138.87;"SARS";25.09;2003106297264.05;0.00108432261385279;21.5544642857143;1527055289840.65;0.000797078453077256
"Aalst";2023-11-23;NA;NA;NA;NA;NA;NA;NA;NA;21.9206632653061;1585756524680.09;0.000835802023783146
"Aalst";2023-11-24;NA;NA;NA;NA;NA;NA;NA;NA;22.1091326530612;1629920377832.27;0.000869057755844842
"Aalst";2023-11-25;NA;NA;NA;NA;NA;NA;NA;NA;22.1198724489796;1659546849297.22;0.000896845649262345
"Aalst";2023-11-26;NA;NA;NA;NA;NA;NA;NA;NA;21.9528826530612;1674635939074.92;0.000919165704035656
"Aalst";2023-11-27;"Sciensano Foodborne Pathogens";6039.21;98357;3665.24;"SARS";NA;NA;NA;21.6081632653061;1675187647165.38;0.000936017920164773
"Aalst";2023-11-28;NA;NA;NA;NA;NA;NA;NA;NA;21.0857142857143;1661201973568.59;0.000947402297649696
"Aalst";2023-11-29;"Sciensano Foodborne Pathogens";3895.13;98357;13382.85;"SARS";11.48;1091113207600.88;0.000857814292172445;20.3855357142857;1632678918284.56;0.000953318836490427
"Aalst";2023-11-30;NA;NA;NA;NA;NA;NA;NA;NA;20.2071479591837;1626034673312.73;0.000960378574393082
"Aalst";2023-12-01;NA;NA;NA;NA;NA;NA;NA;NA;20.5505510204082;1641269238653.11;0.00096858151135766
"Aalst";2023-12-02;NA;NA;NA;NA;NA;NA;NA;NA;21.4157448979592;1678382614305.7;0.000977927647384162
"Aalst";2023-12-03;NA;NA;NA;NA;NA;NA;NA;NA;22.8027295918367;1737374800270.49;0.000988416982472587
"Aalst";2023-12-04;"Sciensano Foodborne Pathogens";2414.75;98357;43773.91;"SARS";50.725;2988823012088.62;0.00115879527325752;24.7115051020408;1818245796547.48;0.00100004951662294
"Aalst";2023-12-05;NA;NA;NA;NA;NA;NA;NA;NA;26.0701785714286;1872270550153.3;0.00101179094236334
"Aalst";2023-12-06;"Sciensano Foodborne Pathogens";2682.92;98357;29122.71;"SARS";36.41;2383605450349.24;0.00125022705647929;26.87875;1899449061087.96;0.00102364125969381
"Aalst";2023-12-07;NA;NA;NA;NA;NA;NA;NA;NA;27.7767704081633;1939358051868.53;0.00103940168917502
"Aalst";2023-12-08;NA;NA;NA;NA;NA;NA;NA;NA;28.7642397959184;1991997522495;0.00105907223080699
"Aalst";2023-12-09;NA;NA;NA;NA;NA;NA;NA;NA;29.8411581632653;2057367472967.39;0.00108265288458972
"Aalst";2023-12-10;NA;NA;NA;NA;NA;NA;NA;NA;31.0075255102041;2135467903285.68;0.0011101436505232
"Aalst";2023-12-11;"Sciensano Foodborne Pathogens";3262.79;98357;24189.82;"SARS";32.95;2623315404089.19;0.00136214324868891;32.2633418367347;2226298813449.88;0.00114154452860743
"Aalst";2023-12-12;NA;NA;NA;NA;NA;NA;NA;NA;32.8078571428571;2265508278516.02;0.00121432454105749
"Aalst";2023-12-13;"Sciensano Foodborne Pathogens";4110.96;98357;3723.47;"SARS";9.145;917345487153.939;0.00245604234759512;32.6410714285714;2253096298484.09;0.0013284836878734
"Aalst";2023-12-14;NA;NA;NA;NA;NA;NA;NA;NA;32.2725714285714;2221430985442.24;0.00141663181318817
"Aalst";2023-12-15;NA;NA;NA;NA;NA;NA;NA;NA;31.7023571428571;2170512339390.47;0.00147876891700182
"Aalst";2023-12-16;NA;NA;NA;NA;NA;NA;NA;NA;30.9304285714286;2100340360328.77;0.00151489499931433
"Aalst";2023-12-17;NA;NA;NA;NA;NA;NA;NA;NA;29.9567857142857;2010915048257.15;0.00152501006012572
"Aalst";2023-12-18;"Sciensano Foodborne Pathogens";1754.71;98357;36603.4;"SARS";34.27;1467321980946.96;0.000936251823601086;28.7814285714286;1902236403175.6;0.00150911409943597
"Aalst";2023-12-19;NA;NA;NA;NA;NA;NA;NA;NA;27.2426785714286;1792082788500.78;0.00152369620558818
"Aalst";2023-12-20;"Sciensano Foodborne Pathogens";3439.5;98357;5199.17;"SARS";9.78;820805270595.891;0.00188106947839751;25.3405357142857;1680454204232.69;0.00156875637858234
"Aalst";2023-12-21;NA;NA;NA;NA;NA;NA;NA;NA;24.5422692307692;1622677801396.95;0.00159153684655627
"Aalst";2023-12-22;NA;NA;NA;NA;NA;NA;NA;NA;23.668625;1551276832192.93;0.00161624878932237
"Aalst";2023-12-23;NA;NA;NA;NA;NA;NA;NA;NA;22.6990454545455;1462535505792.9;0.00164341897273303
"Aalst";2023-12-24;NA;NA;NA;NA;NA;NA;NA;NA;21.60475;1351251715038.08;0.00167378486898164
"Aalst";2023-12-25;NA;NA;NA;NA;NA;NA;NA;NA;20.3441666666667;1209911305143.51;0.00170841171568083
"Aalst";2023-12-26;NA;NA;NA;NA;NA;NA;NA;NA;20.25625;1139858912583.75;0.00168332658037318
"Aalst";2023-12-27;"Sciensano Foodborne Pathogens";3519.58;98357;5352.98;"SARS";NA;NA;NA;21.8435714285714;1171646544788.01;0.00157293861362719
"Aalst";2023-12-28;NA;NA;NA;NA;NA;NA;NA;NA;23.1225;1195697504600.59;0.001476414342099
"Aalst";2023-12-29;NA;NA;NA;NA;NA;NA;NA;NA;23.908;1207369788586.48;0.0014020719829193
"Aalst";2023-12-30;NA;NA;NA;NA;NA;NA;NA;NA;23.83;1197379389875.66;0.00136654797034945
"Aalst";2023-12-31;NA;NA;NA;NA;NA;NA;NA;NA;22.025;1144063625771.42;0.0014086606509993
"Aalst";2024-01-01;NA;NA;NA;NA;NA;NA;NA;NA;15.9025;982434448183.657;0.00164486506469841
"Aalst";2024-01-02;NA;NA;NA;NA;NA;NA;NA;NA;9.78;820805270595.891;0.00188106947839751
"Aalst";2024-01-03;"Sciensano Foodborne Pathogens";6248.17;98357;NA;"SARS";NA;NA;NA;NA;NA;NA
"Aalst";2024-01-04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aalst";2024-01-05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aalst";2024-01-06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aalst";2024-01-07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aalst";2024-01-08;"Sciensano Foodborne Pathogens";3326.38;98357;22756.73;"SARS";14.495;1176511152637.84;0.000636954430623381;14.495;1176511152637.84;0.000636954430623381
"Aalst";2024-01-09;NA;NA;NA;NA;NA;NA;NA;NA;15.2332142857143;1177635931264.97;0.000657199400123828
"Aalst";2024-01-10;NA;NA;NA;NA;NA;NA;NA;NA;15.9714285714286;1178760709892.1;0.000677444369624275
"Aalst";2024-01-11;NA;NA;NA;NA;NA;NA;NA;NA;16.7096428571429;1179885488519.23;0.000697689339124722
"Aalst";2024-01-12;NA;NA;NA;NA;NA;NA;NA;NA;17.4478571428571;1181010267146.36;0.000717934308625169
"Aalst";2024-01-13;NA;NA;NA;NA;NA;NA;NA;NA;18.1860714285714;1182135045773.49;0.000738179278125617
"Aalst";2024-01-14;NA;NA;NA;NA;NA;NA;NA;NA;18.9242857142857;1183259824400.62;0.000758424247626064
"Aalst";2024-01-15;"Sciensano Foodborne Pathogens";1967.83;98357;26977.87;"SARS";24.83;1192258053417.65;0.000920384003629642;19.6625;1184384603027.75;0.000778669217126511
"Aalst";2024-01-16;NA;NA;NA;NA;NA;NA;NA;NA;20.2140476190476;1192010141113.74;0.000792872080803487
"Aalst";2024-01-17;NA;NA;NA;NA;NA;NA;NA;NA;20.6349285714286;1204186210820.93;0.000802845470404034
"Aalst";2024-01-18;NA;NA;NA;NA;NA;NA;NA;NA;20.9607792207792;1219671758070.82;0.000809742878858086
"Aalst";2024-01-19;NA;NA;NA;NA;NA;NA;NA;NA;21.2153571428571;1237639413477.72;0.000814333301452267
"Aalst";2024-01-20;NA;NA;NA;NA;NA;NA;NA;NA;21.4151098901099;1257516382851.57;0.000817149119538855
"Aalst";2024-01-21;NA;NA;NA;NA;NA;NA;NA;NA;21.5717857142857;1278893527485.15;0.000818570605512335
"Aalst";2024-01-22;"Sciensano Foodborne Pathogens";2832.33;98357;28433.08;"SARS";23.405;1617552800105.74;0.000823160909757226;22.2082142857143;1310396502304.29;0.00083187106830761
"Aalst";2024-01-23;NA;NA;NA;NA;NA;NA;NA;NA;22.7053571428571;1333747524355.78;0.000839966191644361
"Aalst";2024-01-24;NA;NA;NA;NA;NA;NA;NA;NA;23.0632142857143;1348946593639.62;0.000842855975522589
"Aalst";2024-01-25;NA;NA;NA;NA;NA;NA;NA;NA;23.2817857142857;1355993710155.82;0.000840540419942294
"Aalst";2024-01-26;NA;NA;NA;NA;NA;NA;NA;NA;23.3610714285714;1354888873904.37;0.000833019524903476
"Aalst";2024-01-27;NA;NA;NA;NA;NA;NA;NA;NA;23.3010714285714;1345632084885.28;0.000820293290406134
"Aalst";2024-01-28;NA;NA;NA;NA;NA;NA;NA;NA;23.1017857142857;1328223343098.54;0.000802361716450269
"Aalst";2024-01-29;"Sciensano Foodborne Pathogens";1702.13;98357;33681.65;"SARS";20.09;834408329656.252;0.000596467215828203;22.7632142857143;1302662648544.15;0.00077922480303588
"Aalst";2024-01-30;NA;NA;NA;NA;NA;NA;NA;NA;22.3920408163265;1270156436214.35;0.000756529209942328
"Aalst";2024-01-31;NA;NA;NA;NA;NA;NA;NA;NA;21.9882653061225;1230704706109.13;0.000734274937169611
"Aalst";2024-02-01;NA;NA;NA;NA;NA;NA;NA;NA;21.551887755102;1184307458228.49;0.00071246198471773
"Aalst";2024-02-02;NA;NA;NA;NA;NA;NA;NA;NA;21.0829081632653;1130964692572.43;0.000691090352586684
"Aalst";2024-02-03;NA;NA;NA;NA;NA;NA;NA;NA;20.5813265306122;1070676409140.96;0.000670160040776475
"Aalst";2024-02-04;NA;NA;NA;NA;NA;NA;NA;NA;20.0471428571429;1003442607934.07;0.000649671049287101
